row,offset,id,string
0,0,0,""
1,1,1,"defs.qc"
2,9,2,"makevectors"
3,21,3,"setorigin"
4,31,4,"setmodel"
5,40,5,"setsize"
6,48,6,"break"
7,54,7,"random"
8,61,8,"sound"
9,67,9,"normalize"
10,77,10,"error"
11,83,11,"objerror"
12,92,12,"vlen"
13,97,13,"vectoyaw"
14,106,14,"spawn"
15,112,15,"remove"
16,119,16,"traceline"
17,129,17,"checkclient"
18,141,18,"find"
19,146,19,"precache_sound"
20,161,20,"precache_model"
21,176,21,"stuffcmd"
22,185,22,"findradius"
23,196,23,"bprint"
24,203,24,"sprint"
25,210,25,"dprint"
26,217,26,"ftos"
27,222,27,"vtos"
28,227,28,"coredump"
29,236,29,"traceon"
30,244,30,"traceoff"
31,253,31,"eprint"
32,260,32,"walkmove"
33,269,33,"droptofloor"
34,281,34,"lightstyle"
35,292,35,"rint"
36,297,36,"floor"
37,303,37,"ceil"
38,308,38,"checkbottom"
39,320,39,"pointcontents"
40,334,40,"fabs"
41,339,41,"aim"
42,343,42,"cvar"
43,348,43,"localcmd"
44,357,44,"nextent"
45,365,45,"particle"
46,374,46,"ChangeYaw"
47,384,47,"vectoangles"
48,396,48,"WriteByte"
49,406,49,"WriteChar"
50,416,50,"WriteShort"
51,427,51,"WriteLong"
52,437,52,"WriteCoord"
53,448,53,"WriteAngle"
54,459,54,"WriteString"
55,471,55,"WriteEntity"
56,483,56,"movetogoal"
57,494,57,"precache_file"
58,508,58,"makestatic"
59,519,59,"changelevel"
60,531,60,"cvar_set"
61,540,61,"centerprint"
62,552,62,"ambientsound"
63,565,63,"precache_model2"
64,581,64,"precache_sound2"
65,597,65,"precache_file2"
66,612,66,"setspawnparms"
67,626,67,"chess.h"
68,634,68,"subs.qc"
69,642,69,"SUB_Null"
70,651,70,"SUB_Remove"
71,662,71,"SetMovedir"
72,673,72,""
73,674,73,"InitTrigger"
74,686,74,"SUB_CalcMoveEnt"
75,702,75,"No speed is defined!"
76,723,76,"SUB_CalcMove"
77,736,77,"SUB_CalcMoveDone"
78,753,78,"SUB_CalcAngleMoveEnt"
79,774,79,"SUB_CalcAngleMove"
80,792,80,"SUB_CalcAngleMoveDone"
81,814,81,"DelayThink"
82,825,82,"DelayedUse"
83,836,83,"player"
84,843,84,"misc/talk.wav"
85,857,85,"SUB_UseTargets"
86,872,86,"SUB_AttackFinished"
87,891,87,"SUB_CheckRefire"
88,907,88,"fight.qc"
89,916,89,"knight_attack"
90,930,90,"monster_knight"
91,945,91,"CheckAttack"
92,957,92,"ai_face"
93,965,93,"ai_charge"
94,975,94,"ai_charge_side"
95,990,95,"ai_melee"
96,999,96,"ai_melee_side"
97,1013,97,"SoldierCheckAttack"
98,1032,98,"shambler check attack\n"
99,1055,99,"ShamCheckAttack"
100,1071,100,"OgreCheckAttack"
101,1087,101,"ai.qc"
102,1093,102,"anglemod"
103,1102,103,"monster_movetarget: no targetname"
104,1136,104,"movetarget_f"
105,1149,105,"path_corner"
106,1161,106,"monster_ogre"
107,1174,107,"ogre/ogdrag.wav"
108,1190,108,"t_movetarget"
109,1203,109,"range"
110,1209,110,"visible"
111,1217,111,"infront"
112,1225,112,"HuntTarget"
113,1236,113,"ogre/ogwake.wav"
114,1252,114,"knight/ksight.wav"
115,1270,115,"monster_shambler"
116,1287,116,"shambler/ssight.wav"
117,1307,117,"monster_demon1"
118,1322,118,"demon/sight2.wav"
119,1339,119,"monster_wizard"
120,1354,120,"wizard/wsight.wav"
121,1372,121,"monster_zombie"
122,1387,122,"zombie/z_idle.wav"
123,1405,123,"monster_dog"
124,1417,124,"dog/dsight.wav"
125,1432,125,"monster_hell_knight"
126,1452,126,"hknight/sight1.wav"
127,1471,127,"monster_tarbaby"
128,1487,128,"blob/sight1.wav"
129,1503,129,"monster_vomit"
130,1517,130,"vomitus/v_sight1.wav"
131,1538,131,"monster_enforcer"
132,1555,132,"enforcer/sight1.wav"
133,1575,133,"enforcer/sight2.wav"
134,1595,134,"enforcer/sight3.wav"
135,1615,135,"enforcer/sight4.wav"
136,1635,136,"monster_army"
137,1648,137,"soldier/sight1.wav"
138,1667,138,"monster_shalrath"
139,1684,139,"shalrath/sight.wav"
140,1703,140,"SightSound"
141,1714,141,"FoundTarget"
142,1726,142,"FindTarget"
143,1737,143,"ai_forward"
144,1748,144,"ai_back"
145,1756,145,"ai_pain"
146,1764,146,"ai_painforward"
147,1779,147,"monster_dragon"
148,1794,148,"chess_pawn"
149,1805,149,"misc/r_tele4.wav"
150,1822,150,"ai_walk"
151,1830,151,"ai_stand"
152,1839,152,"ai_turn"
153,1847,153,"ChooseTurn"
154,1858,154,"FacingIdeal"
155,1870,155,"CheckAnyAttack"
156,1885,156,"ai_run_melee"
157,1898,157,"ai_run_missile"
158,1913,158,"ai_run_slide"
159,1926,159,"ai_run"
160,1933,160,"combat.qc"
161,1943,161,"CanDamage"
162,1953,162,"Killed"
163,1960,163,"items/protect3.wav"
164,1979,164,"T_Damage"
165,1988,165,"T_RadiusDamage"
166,2003,166,"T_BeamDamage"
167,2016,167,"items.qc"
168,2025,168,"items/itembk2.wav"
169,2043,169,"SUB_regen"
170,2053,170,"noclass spawned at"
171,2072,171,"\n"
172,2074,172,"noclass"
173,2082,173,"Bonus item fell out of level at "
174,2115,174,"PlaceItem"
175,2125,175,"StartItem"
176,2135,176,"T_Heal"
177,2142,177,"maps/b_bh10.bsp"
178,2158,178,"items/r_item1.wav"
179,2176,179,"maps/b_bh100.bsp"
180,2193,180,"items/r_item2.wav"
181,2211,181,"maps/b_bh25.bsp"
182,2227,182,"items/health1.wav"
183,2245,183,"item_health"
184,2257,184,"You receive "
185,2270,185," health\n"
186,2279,186,"bf\n"
187,2283,187,"health_touch"
188,2296,188,"item_megahealth_rot"
189,2316,189,"item_armor1"
190,2328,190,"item_armor2"
191,2340,191,"item_armorInv"
192,2354,192,"You got armor\n"
193,2369,193,"items/armor1.wav"
194,2386,194,"armor_touch"
195,2398,195,"progs/armor.mdl"
196,2414,196,"item_armor1"
197,2426,197,"item_armor2"
198,2438,198,"item_armorInv"
199,2452,199,"bound_other_ammo"
200,2469,200,"RankForWeapon"
201,2483,201,"Deathmatch_Weapon"
202,2501,202,"weapon_nailgun"
203,2516,203,"weapon_supernailgun"
204,2536,204,"weapon_supershotgun"
205,2556,205,"weapon_rocketlauncher"
206,2578,206,"weapon_grenadelauncher"
207,2601,207,"weapon_lightning"
208,2618,208,"weapon_touch: unknown classname"
209,2650,209,"You got the "
210,2663,210,"weapons/pkup.wav"
211,2680,211,"weapon_touch"
212,2693,212,"progs/g_shot.mdl"
213,2710,213,"Double-barrelled Shotgun"
214,2735,214,"weapon_supershotgun"
215,2755,215,"progs/g_nail.mdl"
216,2772,216,"nailgun"
217,2780,217,"weapon_nailgun"
218,2795,218,"progs/g_nail2.mdl"
219,2813,219,"Super Nailgun"
220,2827,220,"weapon_supernailgun"
221,2847,221,"progs/g_rock.mdl"
222,2864,222,"Grenade Launcher"
223,2881,223,"weapon_grenadelauncher"
224,2904,224,"progs/g_rock2.mdl"
225,2922,225,"Rocket Launcher"
226,2938,226,"weapon_rocketlauncher"
227,2960,227,"progs/g_light.mdl"
228,2978,228,"Thunderbolt"
229,2990,229,"weapon_lightning"
230,3007,230,"weapons/lock4.wav"
231,3025,231,"ammo_touch"
232,3036,232,"maps/b_shell1.bsp"
233,3054,233,"maps/b_shell0.bsp"
234,3072,234,"shells"
235,3079,235,"item_shells"
236,3091,236,"maps/b_nail1.bsp"
237,3108,237,"maps/b_nail0.bsp"
238,3125,238,"nails"
239,3131,239,"item_spikes"
240,3143,240,"maps/b_rock1.bsp"
241,3160,241,"maps/b_rock0.bsp"
242,3177,242,"rockets"
243,3185,243,"item_rockets"
244,3198,244,"maps/b_batt1.bsp"
245,3215,245,"maps/b_batt0.bsp"
246,3232,246,"cells"
247,3238,247,"item_cells"
248,3249,248,"spikes"
249,3256,249,"item_weapon"
250,3268,250,"key_touch"
251,3278,251,"misc/medkey.wav"
252,3294,252,"misc/runekey.wav"
253,3311,253,"misc/basekey.wav"
254,3328,254,"key_setsounds"
255,3342,255,"progs/w_s_key.mdl"
256,3360,256,"silver key"
257,3371,257,"progs/m_s_key.mdl"
258,3389,258,"silver runekey"
259,3404,259,"progs/b_s_key.mdl"
260,3422,260,"silver keycard"
261,3437,261,"item_key1"
262,3447,262,"progs/w_g_key.mdl"
263,3465,263,"gold key"
264,3474,264,"progs/m_g_key.mdl"
265,3492,265,"gold runekey"
266,3505,266,"progs/b_g_key.mdl"
267,3523,267,"gold keycard"
268,3536,268,"item_key2"
269,3546,269,"You got the rune!"
270,3564,270,"sigil_touch"
271,3576,271,"no spawnflags"
272,3590,272,"progs/end1.mdl"
273,3605,273,"progs/end2.mdl"
274,3620,274,"progs/end3.mdl"
275,3635,275,"progs/end4.mdl"
276,3650,276,"item_sigil"
277,3661,277,"item_artifact_invulnerability"
278,3691,278,"item_artifact_invisibility"
279,3718,279,"item_artifact_envirosuit"
280,3743,280,"item_artifact_super_damage"
281,3770,281,"powerup_touch"
282,3784,282,"progs/invulner.mdl"
283,3803,283,"items/protect.wav"
284,3821,284,"items/protect2.wav"
285,3840,285,"Pentagram of Protection"
286,3864,286,"item_artifact_invulnerability"
287,3894,287,"progs/suit.mdl"
288,3909,288,"items/suit.wav"
289,3924,289,"items/suit2.wav"
290,3940,290,"Biosuit"
291,3948,291,"item_artifact_envirosuit"
292,3973,292,"progs/invisibl.mdl"
293,3992,293,"items/inv1.wav"
294,4007,294,"items/inv2.wav"
295,4022,295,"items/inv3.wav"
296,4037,296,"Ring of Shadows"
297,4053,297,"item_artifact_invisibility"
298,4080,298,"progs/quaddama.mdl"
299,4099,299,"items/damage.wav"
300,4116,300,"items/damage2.wav"
301,4134,301,"items/damage3.wav"
302,4152,302,"Quad Damage"
303,4164,303,"item_artifact_super_damage"
304,4191,304,"You get "
305,4200,305," shells  "
306,4210,306," nails "
307,4218,307," rockets  "
308,4229,308," cells  "
309,4238,309,"BackpackTouch"
310,4252,310,"progs/backpack.mdl"
311,4271,311,"DropBackpack"
312,4284,312,"weapons.qc"
313,4295,313,"weapons/r_exp3.wav"
314,4314,314,"weapons/rocket1i.wav"
315,4335,315,"weapons/sgun1.wav"
316,4353,316,"weapons/guncock.wav"
317,4373,317,"weapons/ric1.wav"
318,4390,318,"weapons/ric2.wav"
319,4407,319,"weapons/ric3.wav"
320,4424,320,"weapons/spike2.wav"
321,4443,321,"weapons/tink1.wav"
322,4461,322,"weapons/grenade.wav"
323,4481,323,"weapons/bounce.wav"
324,4500,324,"weapons/shotgn2.wav"
325,4520,325,"W_Precache"
326,4531,326,"crandom"
327,4539,327,"player/axhit2.wav"
328,4557,328,"W_FireAxe"
329,4567,329,"wall_velocity"
330,4581,330,"progs/zom_gib.mdl"
331,4599,331,"SpawnMeatSpray"
332,4614,332,"SpawnBlood"
333,4625,333,"spawn_touchblood"
334,4642,334,"SpawnChunk"
335,4653,335,"ClearMultiDamage"
336,4670,336,"ApplyMultiDamage"
337,4687,337,"AddMultiDamage"
338,4702,338,"TraceAttack"
339,4714,339,"FireBullets"
340,4726,340,"W_FireShotgun"
341,4740,341,"W_FireSuperShotgun"
342,4759,342,"s_explode1"
343,4770,343,"s_explode2"
344,4781,344,"s_explode3"
345,4792,345,"s_explode4"
346,4803,346,"s_explode5"
347,4814,347,"s_explode6"
348,4825,348,"progs/s_explod.spr"
349,4844,349,"BecomeExplosion"
350,4860,350,"T_MissileTouch"
351,4875,351,"missile"
352,4883,352,"progs/missile.mdl"
353,4901,353,"W_FireRocket"
354,4914,354,"LightningDamage"
355,4930,355,"weapons/lhit.wav"
356,4947,356,"W_FireLightning"
357,4963,357,"GrenadeExplode"
358,4978,358,"GrenadeTouch"
359,4991,359,"grenade"
360,4999,360,"progs/grenade.mdl"
361,5017,361,"W_FireGrenade"
362,5031,362,"spike"
363,5037,363,"progs/spike.mdl"
364,5053,364,"launch_spike"
365,5066,365,"progs/s_spike.mdl"
366,5084,366,"W_FireSuperSpikes"
367,5102,367,"W_FireSpikes"
368,5115,368,"wizspike"
369,5124,369,"knightspike"
370,5136,370,"spike_touch"
371,5148,371,"superspike_touch"
372,5165,372,"progs/v_axe.mdl"
373,5181,373,"progs/v_shot.mdl"
374,5198,374,"progs/v_shot2.mdl"
375,5216,375,"progs/v_nail.mdl"
376,5233,376,"progs/v_nail2.mdl"
377,5251,377,"progs/v_rock.mdl"
378,5268,378,"progs/v_rock2.mdl"
379,5286,379,"progs/v_light.mdl"
380,5304,380,"W_SetCurrentAmmo"
381,5321,381,"W_BestWeapon"
382,5334,382,"W_CheckNoAmmo"
383,5348,383,"weapons/ax1.wav"
384,5364,384,"weapons/lstart.wav"
385,5383,385,"W_Attack"
386,5392,386,"no weapon.\n"
387,5404,387,"not enough ammo.\n"
388,5422,388,"W_ChangeWeapon"
389,5437,389,"CheatCommand"
390,5450,390,"CycleWeaponCommand"
391,5469,391,"CycleWeaponReverseCommand"
392,5495,392,"ServerflagsCommand"
393,5514,393,"quad cheat\n"
394,5526,394,"QuadCheat"
395,5536,395,"Selection cleared.\n"
396,5556,396,"Must declare check-mate before opponent moves\n"
397,5603,397,"Must declare check-mate during or before your\nopponent's turn\n"
398,5666,398,"play voice/chckmate.wav\n"
399,5691,399,"say Check-mate!\n"
400,5708,400,"Turn passed\n"
401,5721,401,"\nW         toggle Mouse\n"
402,5746,402,"Shift     move forward\n"
403,5770,403,"R         show last message\n"
404,5799,404,"C         toggle Camera\n"
405,5824,405,"M         notify Check-Mate\n"
406,5853,406,"P         Pass turn\n"
